Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,21.38383968972204,1.0828999999999999e-05
Crab GP,PSR J0534+2200,47.247307001795335,1.24768e-05
Crab GP,PSR J0534+2200,19.233170731707315,5.74e-06
Crab GP,PSR J0534+2200,20.2931329005808,8.1956e-06
Crab GP,PSR J0534+2200,35.72865881493655,1.5334199999999996e-05
Crab GP,PSR J0534+2200,69.74022988505746,3.1668e-05
Crab GP,PSR J0534+2200,12.543414634146341,5.74e-06
Crab GP,PSR J0534+2200,139.72579825692736,3.5821799999999996e-05
Crab GP,PSR J0534+2200,144.79339238688053,5.8478e-05
Crab GP,PSR J0534+2200,67.57986964419277,2.6205199999999998e-05
Crab GP,PSR J0534+2200,57.07917683990234,2.40828e-05
Crab GP,PSR J0534+2200,47.96248896734334,1.26896e-05
Crab GP,PSR J0534+2200,30.167579847654682,1.04762e-05
Crab GP,PSR J0534+2200,145.39244573577167,4.0957e-05
Crab GP,PSR J0534+2200,31.6530654948734,1.33812e-05
Crab GP,PSR J0534+2200,57.425347026295,2.4810800000000003e-05
Crab GP,PSR J0534+2200,44.06920634920635,1.764e-05
Crab GP,PSR J0534+2200,78.76872648713079,3.7585799999999995e-05
Crab GP,PSR J0534+2200,14.552195121951218,5.74e-06
Crab GP,PSR J0534+2200,18.444878048780485,5.74e-06
Crab GP,PSR J0534+2200,46.509261143903935,1.37564e-05
Crab GP,PSR J0534+2200,49.20259050149453,1.6861599999999998e-05
Crab GP,PSR J0534+2200,50.888240032219095,2.78096e-05
